dataset,ID,station,depth,environment,carbon_per_liter,nitrogen_per_liter,temperature,salinity,mcn,dissolved_oxygen,phosphate,total_P,nitrate,nitrite,nitrate_nitrite,ammonium,total_N,chl_a,latitude,longitude,pH,par,doC,tdN,poC,pN,year,month,day,insolation,diC,date
baltic,P20310_302,190745,2 m,seawater,,,2.712333333,5.36,1.542702741,NA,0.44,0.66,3.646666667,0.033333333,NA,0.06,18.99,NA,62.653,18.95217,,,,,,,,,,,,
baltic,P20310_303,263757,0-3 cm,seawater,,,1.475,5.27,1.609001087,NA,0.543333333,0.746666667,4.433333333,0.04,NA,0.096666667,19.46333333,NA,62.86367,18.26383,,,,,,,,,,,,
baltic,P20310_304,263856,0-3 cm,seawater,,,0.305,2.36,1.487695528,NA,0.1,0.226666667,6.22,0.233333333,NA,1.25,26.01,NA,65.73,22.44667,,,,,,,,,,,,
baltic,P20310_305,190745,2 m,seawater,,,0.36,4.94,1.55695666,NA,0.46,0.683333333,4.456666667,0.043333333,NA,0.09,18.04,NA,62.65283,18.95233,,,,,,,,,,,,
baltic,P20310_306,263757,2 m,seawater,,,-0.207666667,4.93,1.588671488,NA,0.463333333,0.716666667,5.083333333,0.053333333,NA,0.12,19.20666667,NA,62.86367,18.26383,,,,,,,,,,,,
baltic,P20310_307,264450,2 m,seawater,,,0.327666667,4.2,1.561906797,NA,0.366666667,0.516666667,6.05,0.08,NA,0.203333333,20.04,NA,63.4965,19.821,,,,,,,,,,,,
baltic,P20310_308,263629,2 m,seawater,,,0.431,4.84,1.574256955,NA,0.486666667,0.653333333,5.13,0.116666667,NA,0.256666667,18.04,NA,63.52567,19.80833,,,,,,,,,,,,
baltic,P20310_309,264450,2 m,seawater,,,0.177,4.68,1.580765823,NA,0.436666667,0.64,4.956666667,0.16,NA,0.163333333,19.19333333,NA,63.49867,19.82117,,,,,,,,,,,,
baltic,P20310_310,NA,2 m,seawater,,,NA,NA,1.939934251,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,,,,,,,,,,,
baltic,P20310_311,195357,0-3 cm,seawater,,,1.169,2.18,1.48306217,NA,0.115,0.195,7.755,0.135,NA,0.785,19.745,NA,65.8075,22.375,,,,,,,,,,,,
baltic,P20310_312,263856,0-3 cm,seawater,,,0.66,2.03,1.533882248,NA,0.09,0.17,6.246666667,0.08,NA,1.223333333,18.58666667,NA,65.72983,22.44667,,,,,,,,,,,,
baltic,P20310_313,263629,2 m,seawater,,,1.059333333,4.73,1.714433958,NA,0.35,0.68,4.243333333,0.14,NA,0.16,17.61,NA,63.525,19.80783,,,,,,,,,,,,
baltic,P20310_314,200698,2 m,seawater,,,0.368,2.99,1.526869189,NA,NA,0.21,NA,NA,NA,NA,18.99,NA,64.70833,22.06683,,,,,,,,,,,,
baltic,P20310_315,263856,2 m,seawater,,,0.795,2.36,1.525221972,NA,0.09,0.19,6.753333333,0.08,NA,0.565,19.51333333,NA,65.72867,22.44633,,,,,,,,,,,,
baltic,P20310_316,190745,2 m,seawater,,,1.639333333,5.39,1.640932394,NA,NA,0.626666667,NA,NA,NA,NA,17.87333333,NA,62.65267,18.954,,,,,,,,,,,,
baltic,P20310_317,263757,2 m,seawater,,,1.377666667,5.26,1.68753154,NA,0.406666667,0.653333333,3.226666667,0.146666667,NA,0.106666667,18.35,NA,62.8635,18.26333,,,,,,,,,,,,
baltic,P20310_318,264450,2 m,seawater,,,2.611333333,4.23,1.920886977,NA,0.073333333,0.53,0.203333333,0.076666667,NA,0.203333333,16.57333333,NA,63.49983,19.81883,,,,,,,,,,,,
baltic,P20310_319,264450,2 m,seawater,,,4.214,4.04,1.902916235,8.743333333,0.136666667,0.483333333,0.88,0.116666667,NA,0.17,18.09666667,NA,63.4995,19.81933,,,,,,,,,,,,
baltic,P20310_320,200698,2 m,seawater,,,1.600333333,3.05,1.549051493,9.43,NA,0.2,NA,NA,NA,NA,19.87,NA,64.70817,22.06617,,,,,,,,,,,,
baltic,P20310_321,195357,2 m,seawater,,,3.343,2.05,1.864403391,NA,0.095,0.335,5.29,0.205,NA,0.305,23.205,NA,65.8075,22.375,,,,,,,,,,,,
baltic,P20310_322,263856,2 m,seawater,,,2.187333333,2.18,1.768220939,8.9,0.046666667,0.233333333,5.53,0.126666667,NA,0.1,19.63666667,2.24,65.72983,22.44767,,,,,,,,,,,,
baltic,P20310_323,263629,2 m,seawater,,,4.814666667,3.19,2.271593762,NA,0.07,0.48,0.533333333,0.11,NA,0.29,17.73,NA,63.52517,19.80817,,,,,,,,,,,,
baltic,P20310_324,263629,2 m,seawater,,,4.814666667,3.19,2.233144153,NA,0.07,0.48,0.533333333,0.11,NA,0.29,17.73,NA,63.52517,19.80817,,,,,,,,,,,,
baltic,P20310_325,263629,3 m,seawater,,,4.814666667,3.19,2.332821312,NA,0.07,0.48,0.533333333,0.11,NA,0.29,17.73,NA,63.52517,19.80817,,,,,,,,,,,,
baltic,P20310_326,263629,3 m,seawater,,,4.814666667,3.19,2.160923248,NA,0.07,0.48,0.533333333,0.11,NA,0.29,17.73,NA,63.52517,19.80817,,,,,,,,,,,,
baltic,P20310_327,263629,0-3 cm,seawater,,,4.814666667,3.19,2.220617061,NA,0.07,0.48,0.533333333,0.11,NA,0.29,17.73,NA,63.52517,19.80817,,,,,,,,,,,,
baltic,P20310_328,263757,0-3 cm,seawater,,,4.820333333,4.87,2.109786898,9.866666667,0.05,0.423333333,0.05,0.056666667,NA,0.16,17.03666667,3.11,62.8635,18.26467,,,,,,,,,,,,
baltic,P20310_329,190745,2 m,seawater,,,4.287666667,5.14,1.788288917,10.24666667,NA,0.516666667,NA,NA,NA,NA,17.94666667,7.01,62.65217,18.95133,,,,,,,,,,,,
baltic,P20310_330,263629,2 m,seawater,,,8.588666667,3.37,1.816932728,8.146666667,0.053333333,0.45,0.136666667,0.086666667,NA,0.17,17.53666667,NA,63.525,19.80817,,,,,,,,,,,,
baltic,P20310_331,264064,2 m,seawater,,,9.489333333,5.27,1.698675241,8.056666667,NA,0.34,NA,NA,NA,NA,16.37333333,1.62,61.1835,18.23333,,,,,,,,,,,,
baltic,P20310_332,190745,2 m,seawater,,,8.979333333,5.12,1.60687153,8.593333333,NA,0.296666667,NA,NA,NA,NA,15.16,2.16,62.65267,18.95233,,,,,,,,,,,,
baltic,P20310_333,263757,2 m,seawater,,,6.755333333,5.02,1.585852403,8.716666667,0.046666667,0.343333333,0.04,0.03,NA,0.133333333,15.77666667,2,62.864,18.26233,,,,,,,,,,,,
baltic,P20310_334,264450,2 m,seawater,,,9.782333333,3.87,1.924764555,8.18,0.033333333,0.41,0.04,0.063333333,NA,0.103333333,16.50333333,NA,63.5,19.817,,,,,,,,,,,,
baltic,P20310_335,200698,0-3 cm,seawater,,,5.628,2.93,1.72992607,8.706666667,NA,0.186666667,NA,NA,NA,NA,17.42,NA,64.708,22.06733,,,,,,,,,,,,
baltic,P20310_336,263856,0-3 cm,seawater,,,12.26933333,2,1.692968249,NA,0.06,0.296666667,3.056666667,0.203333333,NA,0.226666667,19.96666667,2.52,65.73017,22.4465,,,,,,,,,,,,
baltic,P20310_337,263629,2 m,seawater,,,10.17433333,4,1.779447989,7.696666667,0.043333333,0.45,0.113333333,0.046666667,NA,0.106666667,16.44333333,NA,63.525,19.80817,,,,,,,,,,,,
baltic,P20310_338,263629,2 m,seawater,,,10.17433333,4,1.645700269,7.696666667,0.043333333,0.45,0.113333333,0.046666667,NA,0.106666667,16.44333333,NA,63.525,19.80817,,,,,,,,,,,,
baltic,P20310_339,263629,2 m,seawater,,,10.17433333,4,1.763506716,7.696666667,0.043333333,0.45,0.113333333,0.046666667,NA,0.106666667,16.44333333,NA,63.525,19.80817,,,,,,,,,,,,
baltic,P20310_340,263629,2 m,seawater,,,10.17433333,4,1.747349462,7.696666667,0.043333333,0.45,0.113333333,0.046666667,NA,0.106666667,16.44333333,NA,63.525,19.80817,,,,,,,,,,,,
baltic,P20310_341,263629,2 m,seawater,,,10.17433333,4,1.735735207,7.696666667,0.043333333,0.45,0.113333333,0.046666667,NA,0.106666667,16.44333333,NA,63.525,19.80817,,,,,,,,,,,,
baltic,P20310_342,264450,2 m,seawater,,,10.347,4.45,1.672422975,7.473333333,0.046666667,0.376666667,0.046666667,0.033333333,NA,0.063333333,18.47,NA,63.49933,19.81817,,,,,,,,,,,,
baltic,P20310_343,263757,0-3 cm,seawater,,,11.49,4.76,1.661294224,7.63,0.036666667,0.393333333,0.2,0.043333333,NA,0.063333333,19.63333333,3.16,62.86333,18.26283,,,,,,,,,,,,
baltic,P20310_344,263856,0-3 cm,seawater,,,12.49566667,2.07,1.545822464,7.166666667,0.033333333,0.246666667,2.443333333,0.183333333,NA,0.286666667,18.94333333,3.26,65.73,22.44667,,,,,,,,,,,,
baltic,P20310_345,195357,2 m,seawater,,,15.567,2,1.427958814,NA,0.05,0.29,1.405,0.135,NA,0.35,19.28,NA,65.8075,22.375,,,,,,,,,,,,
baltic,P20310_346,200698,2 m,seawater,,,5.628,2.93,1.756126497,8.706666667,NA,0.186666667,NA,NA,NA,NA,17.42,NA,64.708,22.06733,,,,,,,,,,,,
baltic,P20310_347,190745,2 m,seawater,,,8.979333333,5.12,1.719008879,8.593333333,NA,0.296666667,NA,NA,NA,NA,15.16,2.16,62.65267,18.95233,,,,,,,,,,,,
baltic,P20310_348,200698,2 m,seawater,,,11.22566667,2.87,1.671935477,8.14,NA,0.243333333,NA,NA,NA,NA,16.30333333,NA,64.70833,22.0655,,,,,,,,,,,,
baltic,P20310_349,190745,2 m,seawater,,,11.69933333,4.81,1.609109718,7.616666667,NA,0.403333333,NA,NA,NA,NA,20.08333333,3.21,62.65433,18.94917,,,,,,,,,,,,
baltic,P20310_350,263856,2 m,seawater,,,13.31366667,2.15,1.597147856,6.593333333,0.026666667,0.223333333,2.356666667,0.156666667,NA,0.466666667,18.75,1.79,65.72983,22.44717,,,,,,,,,,,,
baltic,P20310_351,200698,1 m,seawater,,,13.98766667,2.92,1.574000045,7.09,NA,0.293333333,NA,NA,NA,NA,16.16,NA,64.7085,22.06733,,,,,,,,,,,,
baltic,P20310_352,263629,1 m,seawater,,,14.48433333,3.95,1.729265092,6.303333333,0.08,0.4,0.1,0.076666667,NA,0.163333333,17.3,NA,63.52467,19.808,,,,,,,,,,,,
baltic,P20310_353,190745,1 m,seawater,,,14.063,4.69,1.728688271,6.85,NA,0.35,NA,NA,NA,NA,17.25333333,1.98,62.65283,18.95217,,,,,,,,,,,,
baltic,P20310_354,263757,1 m,seawater,,,15.124,4.91,1.662379564,6.9,0.056666667,0.35,0.04,0.043333333,NA,0.146666667,19.3,2.73,62.86367,18.26333,,,,,,,,,,,,
baltic,P20310_355,264064,1 m,seawater,,,16.308,5.25,1.59047632,6.976666667,0.03,0.423333333,0.06,0.046666667,NA,0.17,22.56333333,3.596666667,61.18317,18.22967,,,,,,,,,,,,
baltic,P20310_356,263629,1 m,seawater,,,15.515,4.08,1.665131319,6.333333333,0.056666667,0.23,0.053333333,0.05,NA,0.136666667,16.37333333,NA,63.525,19.80817,,,,,,,,,,,,
baltic,P20310_357,190745,0-3 cm,seawater,,,13.32733333,5.11,1.584189901,6.75,NA,0.333333333,NA,NA,NA,NA,17.53666667,2.33,62.6525,18.95217,,,,,,,,,,,,
baltic,P20310_358,263757,1 m,seawater,,,12.297,5.02,1.617840588,6.48,0.136666667,0.446666667,0.616666667,0.093333333,NA,0.36,17.20666667,2.56,62.86317,18.26517,,,,,,,,,,,,
baltic,P20310_359,264450,1 m,seawater,,,13.358,4.34,1.704818222,6.56,0.113333333,0.443333333,0.353333333,0.06,NA,0.336666667,16.94333333,NA,63.49917,19.81917,,,,,,,,,,,,
baltic,P20310_360,200698,1 m,seawater,,,11.69333333,2.93,1.699439421,7.163333333,NA,0.23,NA,NA,NA,NA,15.58666667,NA,64.70767,22.06617,,,,,,,,,,,,
baltic,P20310_361,195357,1 m,seawater,,,11.4795,2,1.584320592,NA,0.085,0.325,0.395,0.145,NA,0.3,16.815,NA,65.80783,22.3745,,,,,,,,,,,,
baltic,P20310_362,263856,1 m,seawater,,,12.78866667,2,1.642588417,6.42,0.043333333,0.226666667,1.303333333,0.11,NA,0.293333333,14.68,1.96,65.7295,22.44683,,,,,,,,,,,,
baltic,P20310_363,264450,1 m,seawater,,,15.69766667,3.97,4.598593257,6.423333333,0.06,0.413333333,0.18,0.063333333,NA,0.276666667,16.6,NA,63.49967,19.819,,,,,,,,,,,,
baltic,P20310_364,264450,0-3 cm,seawater,,,15.69766667,3.97,1.659603063,6.423333333,0.06,0.413333333,0.18,0.063333333,NA,0.276666667,16.6,NA,63.49967,19.819,,,,,,,,,,,,
baltic,P20310_365,264450,0-3 cm,seawater,,,15.69766667,3.97,1.695584578,6.423333333,0.06,0.413333333,0.18,0.063333333,NA,0.276666667,16.6,NA,63.49967,19.819,,,,,,,,,,,,
baltic,P20310_366,264450,1 m,seawater,,,15.69766667,3.97,1.66734323,6.423333333,0.06,0.413333333,0.18,0.063333333,NA,0.276666667,16.6,NA,63.49967,19.819,,,,,,,,,,,,
baltic,P20310_367,264450,1 m,seawater,,,15.69766667,3.97,1.682640396,6.423333333,0.06,0.413333333,0.18,0.063333333,NA,0.276666667,16.6,NA,63.49967,19.819,,,,,,,,,,,,
baltic,P20310_368,263629,1 m,seawater,,,8.465666667,4.29,1.700906935,NA,0.13,0.476666667,0.736666667,0.11,NA,0.17,16.42,NA,63.52483,19.808,,,,,,,,,,,,
baltic,P20310_369,264450,1 m,seawater,,,6.405,4.03,1.747616179,NA,0.14,0.43,1.333333333,0.153333333,NA,0.366666667,16.87333333,NA,63.49967,19.81933,,,,,,,,,,,,
baltic,P20310_370,263629,1 m,seawater,,,2.694,4.26,1.687467403,8.3,0.356666667,0.57,3.49,0.186666667,NA,0.286666667,18.38333333,NA,63.52467,19.80817,,,,,,,,,,,,
baltic,P20310_371,263757,1 m,seawater,,,5.918,5.11,1.620831321,7.7,0.183333333,0.43,1.38,0.076666667,NA,0.116666667,17.06,NA,62.8635,18.26267,,,,,,,,,,,,
baltic,P20310_372,190745,0-3 cm,seawater,,,5.797666667,5.2,1.657208774,7.98,NA,0.403333333,NA,NA,NA,NA,16.25333333,NA,62.65317,18.952,,,,,,,,,,,,
baltic,P20310_373,200698,0-3 cm,seawater,,,4.214666667,3.05,1.510418038,8.066666667,NA,0.146666667,NA,NA,NA,NA,18.44333333,NA,64.70983,22.06667,,,,,,,,,,,,
baltic,P20310_374,195357,1 m,seawater,,,0.9535,2.05,1.559049882,NA,0.06,0.215,2.67,0.185,NA,0.685,20.03,NA,65.8075,22.375,,,,,,,,,,,,
baltic,P20310_375,263856,1 m,seawater,,,-0.099666667,2.41,1.666096064,NA,0.046666667,0.24,3.943333333,0.11,NA,0.213333333,18.30333333,NA,65.731,22.44583,,,,,,,,,,,,
baltic,P20310_376,200698,1 m,seawater,,,3.360333333,3.07,1.519261192,8.12,0.066666667,0.2,4.763333333,0.053333333,NA,0.103333333,17.87333333,NA,64.70783,22.06617,,,,,,,,,,,,
baltic,P20310_377,190745,1 m,seawater,,,3.071666667,4.9,1.637984645,8.12,0.33,0.54,3.013333333,0.05,NA,0.1,17.27666667,NA,62.6525,18.9525,,,,,,,,,,,,
baltic,P20310_378,264064,1 m,seawater,,,4.017,5.32,1.605772132,8.223333333,0.306666667,0.556666667,1.976666667,0.033333333,NA,0.116666667,18.61333333,NA,61.18417,18.23383,,,,,,,,,,,,
baltic,P20310_379,263757,1 m,seawater,,,3.872,5.12,1.622188047,7.39,0.326666667,0.556666667,2.506666667,0.043333333,NA,0.096666667,18.73,NA,62.86333,18.26567,,,,,,,,,,,,
baltic,P20310_380,264450,0-3 cm,seawater,,,2.022333333,5.65,1.626386917,8.203333333,NA,NA,NA,NA,NA,NA,NA,NA,63.49967,19.82017,,,,,,,,,,,,
baltic,P20310_381,263856,0-3 cm,seawater,,,0.977333333,2.54,1.566931186,NA,0.056666667,0.213333333,5.006666667,0.103333333,NA,0.583333333,20.39333333,NA,65.73017,22.44667,,,,,,,,,,,,
baltic,P20310_382,200698,1 m,seawater,,,1.856666667,3.04,1.499728265,NA,0.08,0.203333333,5.286666667,0.03,NA,0.06,18.41666667,NA,64.70817,22.0665,,,,,,,,,,,,
baltic,P20310_383,263856,1 m,seawater,,,-0.084,2.11,1.545107196,NA,0.09,0.193333333,5.153333333,0.103333333,NA,0.653333333,18.25333333,NA,65.73,22.44667,,,,,,,,,,,,
baltic,P20310_384,264450,1 m,seawater,,,1.327333333,4.99,1.640268618,NA,0.556666667,0.73,4.566666667,0.123333333,NA,0.21,18.68,NA,63.49967,19.81833,,,,,,,,,,,,
baltic,P20310_385,190745,1 m,seawater,,,2.889666667,5.45,1.575447513,NA,0.44,0.643333333,3.203333333,0.02,NA,0.093333333,18.75,NA,62.65217,18.95217,,,,,,,,,,,,
baltic,P20310_386,264064,1 m,seawater,,,2.774,5.35,1.580242523,NA,0.42,0.62,2.893333333,0.02,NA,0.093333333,17.61333333,NA,61.18267,18.2325,,,,,,,,,,,,
baltic,P20310_387,263757,1 m,seawater,,,2.428333333,5.54,1.602298093,NA,0.65,0.876666667,4.496666667,0.036666667,NA,0.12,20.63333333,NA,62.8635,18.264,,,,,,,,,,,,
baltic,P20310_388,200698,0-3 cm,seawater,,,0.445,3.04,1.438006328,NA,0.1,0.21,5.826666667,0.03,NA,0.075,19.27666667,NA,64.70867,22.066,,,,,,,,,,,,
baltic,P20310_389,263856,0-3 cm,seawater,,,0.081,2.62,1.448442365,NA,0.113333333,0.233333333,5.973333333,0.15,NA,1.023333333,21.72666667,NA,65.73,22.44567,,,,,,,,,,,,
baltic,P20310_390,195357,1 m,seawater,,,0.8015,2,1.518104478,NA,0.125,0.205,5.91,0.185,NA,0.885,23.06,NA,65.8075,22.37517,,,,,,,,,,,,
baltic,P20310_391,190745,1 m,seawater,,,2.041333333,5.39,1.582764516,NA,0.496666667,0.696666667,3.726666667,0.02,NA,0.133333333,19.06,NA,62.65267,18.954,,,,,,,,,,,,
baltic,P20310_392,263757,1 m,seawater,,,2.142666667,5.46,1.603571032,NA,0.55,0.756666667,3.956666667,0.033333333,NA,0.146666667,19.20333333,NA,62.8635,18.26417,,,,,,,,,,,,
baltic,P20310_393,263629,1 m,seawater,,,0.931,4.78,1.61410354,NA,0.563333333,0.743333333,5.153333333,0.183333333,NA,0.306666667,20.79666667,NA,63.52517,19.80683,,,,,,,,,,,,
baltic,P20310_394,263628,1 m,seawater,,,NA,NA,2.379998617,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_401,263628,1 m,seawater,,,NA,NA,2.140128141,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_403,263628,0-3 cm,seawater,,,NA,NA,2.374892933,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_404,263628,0-3 cm,seawater,,,NA,NA,2.084015723,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_405,263628,1 m,seawater,,,NA,NA,2.39820182,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_407,263628,1 m,seawater,,,NA,NA,2.311480921,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_408,263628,1 m,seawater,,,NA,NA,2.31267063,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_409,263628,1 m,seawater,,,NA,NA,2.329334402,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_410,263628,1 m,seawater,,,NA,NA,2.32815807,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_412,263628,1 m,seawater,,,NA,NA,2.342097645,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_414,263628,0-3 cm,seawater,,,NA,NA,2.414555032,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_415,263628,0-3 cm,seawater,,,NA,NA,2.375359772,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_416,263628,1 m,seawater,,,NA,NA,2.162407488,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_417,263628,1 m,seawater,,,NA,NA,2.39127763,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_418,263628,1 m,seawater,,,NA,NA,2.425134973,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_419,263628,1 m,seawater,,,NA,NA,2.356616309,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_420,263628,1 m,seawater,,,NA,NA,2.359916953,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_421,263628,1 m,seawater,,,NA,NA,2.047135935,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_422,263628,0-3 cm,seawater,,,NA,NA,2.136184169,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_423,263628,0-3 cm,seawater,,,NA,NA,2.355355959,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_424,263628,1 m,seawater,,,NA,NA,2.07110768,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_425,263628,1 m,seawater,,,NA,NA,2.331090797,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_426,263628,1 m,seawater,,,NA,NA,2.319294077,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_427,263628,1 m,seawater,,,NA,NA,2.428908196,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_429,263628,1 m,seawater,,,NA,NA,2.397524755,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_431,263628,1 m,seawater,,,NA,NA,2.418831517,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_433,263628,0-3 cm,seawater,,,NA,NA,2.402274638,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_434,263628,0-3 cm,seawater,,,NA,NA,2.101867826,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_435,263628,1 m,seawater,,,NA,NA,2.419716593,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_437,263628,1 m,seawater,,,NA,NA,2.045315987,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_438,263628,1 m,seawater,,,NA,NA,2.386223443,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_440,263628,1 m,seawater,,,NA,NA,2.303442925,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_441,263628,1 m,seawater,,,NA,NA,2.404289633,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_442,263628,1 m,seawater,,,NA,NA,2.206337668,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_443,263628,0-3 cm,seawater,,,NA,NA,2.417923108,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_444,263628,0-3 cm,seawater,,,NA,NA,2.067682073,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_445,263628,1 m,seawater,,,NA,NA,2.36709861,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_447,263628,1 m,seawater,,,NA,NA,2.102286734,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_448,263628,1 m,seawater,,,NA,NA,2.088125606,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_449,263628,1 m,seawater,,,NA,NA,2.343224541,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_450,263628,1 m,seawater,,,NA,NA,2.131970878,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_451,263628,1 m,seawater,,,NA,NA,2.385926136,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_453,263628,0-3 cm,seawater,,,NA,NA,2.29177101,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_454,263628,0-3 cm,seawater,,,NA,NA,2.432091504,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_455,263628,0-10,seawater,,,NA,NA,2.079312798,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_456,263628,0-10,seawater,,,NA,NA,2.290326,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_457,263628,0-10,seawater,,,NA,NA,2.113072686,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_458,263628,0-10,seawater,,,NA,NA,2.334506708,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_459,263628,0-10,seawater,,,NA,NA,2.313553545,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_460,263628,0-10,seawater,,,NA,NA,2.344696872,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_461,263628,0-10,seawater,,,NA,NA,2.311385916,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_462,263628,0-10,seawater,,,NA,NA,2.322331267,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_463,263628,0-10,seawater,,,NA,NA,2.287372416,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
baltic,P20310_464,263628,0-10,seawater,,,NA,NA,2.312999633,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.25983,11.436,,,,,,,,,,,,
beauford,BSL2011.001,JA1,1,seawater,,,10.5,27.8,2.894686482,10.1,,,0,,,0,,0.5,70.1055,-143.50292,7.8,,1.29,0.07,217.1,40.2,2011,8,7,,,
